OBTAIN_COINS	448
OBTAIN_COINS	176
OBTAIN_COINS	175
OBTAIN_COINS	176
OBTAIN_COINS	189
OBTAIN_COINS	209
OBTAIN_COINS	167
OBTAIN_COINS	256
OBTAIN_COINS	209
OBTAIN_COINS	160
OBTAIN_COINS	149
OBTAIN_COINS	191
OBTAIN_COINS	238
OBTAIN_COINS	216
OBTAIN_COINS	212
OBTAIN_COINS	212
OBTAIN_COINS	199
OBTAIN_COINS	187
OBTAIN_COINS	231
OBTAIN_COINS	187
OBTAIN_COINS	174
OBTAIN_COINS	152
OBTAIN_COINS	190
OBTAIN_COINS	126
OBTAIN_COINS	196
OBTAIN_COINS	132
OBTAIN_COINS	185
OBTAIN_COINS	211
OBTAIN_COINS	170
OBTAIN_COINS	144
OBTAIN_COINS	130
OBTAIN_COINS	99
OBTAIN_COINS	111
OBTAIN_COINS	148
OBTAIN_COINS	183
OBTAIN_COINS	129
OBTAIN_COINS	171
OBTAIN_COINS	120
OBTAIN_COINS	148
OBTAIN_COINS	137
OBTAIN_COINS	124
OBTAIN_COINS	132
OBTAIN_COINS	144
OBTAIN_COINS	76
OBTAIN_COINS	91
OBTAIN_COINS	93
OBTAIN_COINS	59
OBTAIN_COINS	53
OBTAIN_COINS	58
OBTAIN_COINS	55
