CLIENT_LEDGER	508
CLIENT_LEDGER	174
CLIENT_LEDGER	347
CLIENT_LEDGER	167
CLIENT_LEDGER	337
CLIENT_LEDGER	268
CLIENT_LEDGER	339
CLIENT_LEDGER	352
CLIENT_LEDGER	327
CLIENT_LEDGER	310
CLIENT_LEDGER	287
CLIENT_LEDGER	283
CLIENT_LEDGER	216
CLIENT_LEDGER	239
CLIENT_LEDGER	204
CLIENT_LEDGER	235
CLIENT_LEDGER	284
CLIENT_LEDGER	280
CLIENT_LEDGER	153
CLIENT_LEDGER	225
CLIENT_LEDGER	365
CLIENT_LEDGER	99
CLIENT_LEDGER	122
CLIENT_LEDGER	121
CLIENT_LEDGER	93
CLIENT_LEDGER	154
CLIENT_LEDGER	221
CLIENT_LEDGER	122
CLIENT_LEDGER	143
CLIENT_LEDGER	140
CLIENT_LEDGER	150
CLIENT_LEDGER	210
CLIENT_LEDGER	169
CLIENT_LEDGER	147
CLIENT_LEDGER	92
CLIENT_LEDGER	151
CLIENT_LEDGER	155
CLIENT_LEDGER	166
CLIENT_LEDGER	208
CLIENT_LEDGER	128
